addressLine1,addressLine2,bathrooms,bedrooms,city,county,countyFips,createdDate,daysOnMarket,formattedAddress,history,id,lastSeenDate,latitude,listedDate,listingAgent,listingOffice,listingType,longitude,lotSize,mlsName,mlsNumber,price,propertyType,removedDate,squareFootage,state,stateFips,status,yearBuilt,zipCode
1260 E 49th St,,3,5,Los Angeles,Los Angeles,037,2024-09-06T00:00:00.000Z,35,"1260 E 49th St, Los Angeles, CA 90011","{'2024-09-05': {'event': 'Sale Listing', 'price': 740000, 'listingType': 'Standard', 'listedDate': '2024-09-05T00:00:00.000Z', 'removedDate': '2024-10-11T00:00:00.000Z', 'daysOnMarket': 36}, '2024-10-11': {'event': 'Sale Listing', 'price': 699000, 'listingType': 'Standard', 'listedDate': '2024-10-11T00:00:00.000Z', 'removedDate': '2024-12-14T00:00:00.000Z', 'daysOnMarket': 64}, '2025-01-20': {'event': 'Sale Listing', 'price': 575000, 'listingType': 'Standard', 'listedDate': '2025-01-20T00:00:00.000Z', 'removedDate': '2025-04-15T00:00:00.000Z', 'daysOnMarket': 85}, '2025-05-22': {'event': 'Sale Listing', 'price': 639000, 'listingType': 'Standard', 'listedDate': '2025-05-22T00:00:00.000Z', 'removedDate': '2025-06-26T00:00:00.000Z', 'daysOnMarket': 35}}","1260-E-49th-St,-Los-Angeles,-CA-90011",2025-06-25T14:30:38.749Z,33.998653,2025-05-22T00:00:00.000Z,"{'name': 'Enrique Campos', 'phone': '8188929314', 'email': 'ecompos@cafin.net'}","{'name': 'Century 21 Masters', 'phone': '8188929314', 'email': 'broker@fullrealtyservices.com'}",Standard,-118.252794,6745,CRMLS,SR25112923,639000,Multi-Family,2025-06-26T00:00:00.000Z,2200,CA,06,Inactive,1956,90011
4169 Dorsey St,,3,6,Los Angeles,Los Angeles,037,2025-08-21T00:00:00.000Z,9,"4169 Dorsey St, Los Angeles, CA 90011","{'2025-08-20': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-08-20T00:00:00.000Z', 'removedDate': '2025-08-27T00:00:00.000Z', 'daysOnMarket': 7}, '2025-11-23': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-11-23T00:00:00.000Z', 'removedDate': '2025-12-02T00:00:00.000Z', 'daysOnMarket': 9}}","4169-Dorsey-St,-Los-Angeles,-CA-90011",2025-12-01T08:39:34.825Z,34.007323,2025-11-23T00:00:00.000Z,"{'name': 'Marti Robles', 'phone': '7145520452', 'email': 'martirobles@gmail.com'}","{'name': 'New Century Realtors', 'phone': '7146198811', 'email': 'aocas@yahoo.com', 'website': 'http://www.newcenturyrealtorsinc.com'}",Standard,-118.248811,5197,CRMLS,PW25188149,650000,Multi-Family,2025-12-02T00:00:00.000Z,1480,CA,06,Inactive,1907,90011
662 E 50th St,,2,4,Los Angeles,Los Angeles,037,2025-04-10T00:00:00.000Z,58,"662 E 50th St, Los Angeles, CA 90011","{'2025-04-09': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-04-09T00:00:00.000Z', 'removedDate': '2025-04-16T00:00:00.000Z', 'daysOnMarket': 7}, '2025-07-13': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-07-13T00:00:00.000Z', 'removedDate': '2025-07-15T00:00:00.000Z', 'daysOnMarket': 2}, '2025-10-12': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-10-12T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 58}}","662-E-50th-St,-Los-Angeles,-CA-90011",2025-12-08T14:08:36.997Z,33.997287,2025-10-12T00:00:00.000Z,"{'name': 'Maria Balderrama', 'phone': '6263378856', 'email': 'mariab@ccandco.net'}","{'name': 'COLDWELL BANKER LEADERS', 'phone': '6266714100'}",Standard,-118.263676,7501,CRMLS,CV25077560,650000,Multi-Family,,2100,CA,06,Active,1923,90011
1008 E 51st St,,2,4,Los Angeles,Los Angeles,037,2025-08-10T00:00:00.000Z,108,"1008 E 51st St, Los Angeles, CA 90011","{'2025-08-10': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-08-10T00:00:00.000Z', 'removedDate': '2025-11-26T00:00:00.000Z', 'daysOnMarket': 108}}","1008-E-51st-St,-Los-Angeles,-CA-90011",2025-11-25T12:30:16.775Z,33.99639,2025-08-10T00:00:00.000Z,"{'name': 'William Knox', 'phone': '3238684674', 'email': 'will.c.knox@gmail.com'}","{'name': 'All Saints Realty', 'phone': '3238684674', 'email': 'will.c.knox@gmail.com'}",Standard,-118.257926,4465,CRMLS,SR25173935,650000,Single Family,2025-11-26T00:00:00.000Z,1296,CA,06,Inactive,1979,90011
1354 E 33rd St,,3,5,Los Angeles,Los Angeles,037,2025-02-19T00:00:00.000Z,10,"1354 E 33rd St, Los Angeles, CA 90011","{'2025-02-18': {'event': 'Sale Listing', 'price': 750000, 'listingType': 'Standard', 'listedDate': '2025-02-18T00:00:00.000Z', 'removedDate': '2025-02-28T00:00:00.000Z', 'daysOnMarket': 10}}","1354-E-33rd-St,-Los-Angeles,-CA-90011",2025-02-27T11:46:17.843Z,34.012521,2025-02-18T00:00:00.000Z,"{'name': 'Hector Gonzalez', 'phone': '5628061000', 'email': 'centurione@earthlink.com'}","{'name': 'CENTURY 21 A Better Service Realty', 'phone': '5628061000', 'email': 'dsarinana@aol.com', 'website': 'http://www.c21abetterservice.com/'}",Standard,-118.250342,5654,CRMLS,DW25034824,750000,Multi-Family,2025-02-28T00:00:00.000Z,1986,CA,06,Inactive,1920,90011
654 E 50th St,,3,5,Los Angeles,Los Angeles,037,2024-09-25T00:00:00.000Z,14,"654 E 50th St, Los Angeles, CA 90011","{'2024-09-24': {'event': 'Sale Listing', 'price': 850000, 'listingType': 'Standard', 'listedDate': '2024-09-24T00:00:00.000Z', 'removedDate': '2024-10-08T00:00:00.000Z', 'daysOnMarket': 14}}","654-E-50th-St,-Los-Angeles,-CA-90011",2024-10-07T12:39:41.842Z,33.997286,2024-09-24T00:00:00.000Z,"{'name': 'Rodrigo Castellanos', 'phone': '5629224823', 'email': 'rodrigo.c96@yahoo.com'}","{'name': 'Provident Real Estate', 'phone': '9512711437', 'email': 'kristina@providentrealestate.com', 'website': 'www.providentrealestate.com'}",Standard,-118.263841,7502,CRMLS,PW24198333,850000,Multi-Family,2024-10-08T00:00:00.000Z,2599,CA,06,Inactive,1927,90011
703 E 51st St,,2,3,Los Angeles,Los Angeles,037,2024-05-29T00:00:00.000Z,78,"703 E 51st St, Los Angeles, CA 90011",,"703-E-51st-St,-Los-Angeles,-CA-90011",2024-08-13T13:32:24.732Z,33.99688,2024-05-28T00:00:00.000Z,"{'name': 'Caroline Gim', 'phone': '8004249622', 'email': 'cgim@expertrei.com'}","{'name': 'Expert Real Estate', 'phone': '5628614311', 'email': 'agim@expertrei.com'}",Standard,-118.26285,7503,CRMLS,PW24100500,699000,Single Family,2024-08-14T00:00:00.000Z,1650,CA,06,Inactive,1930,90011
507 Park Front Walk,,1.5,3,Los Angeles,Los Angeles,037,2025-03-19T00:00:00.000Z,30,"507 Park Front Walk, Los Angeles, CA 90011","{'2025-03-18': {'event': 'Sale Listing', 'price': 699000, 'listingType': 'Standard', 'listedDate': '2025-03-18T00:00:00.000Z', 'removedDate': '2025-04-17T00:00:00.000Z', 'daysOnMarket': 30}}","507-Park-Front-Walk,-Los-Angeles,-CA-90011",2025-04-16T13:52:24.448Z,33.998586,2025-03-18T00:00:00.000Z,"{'name': 'Brian Noh, Ccim', 'phone': '2138047647', 'email': 'brian@nohco.com', 'website': 'https://nohco.com'}","{'name': 'Nohco Real Estate', 'phone': '2138047647', 'email': 'brian@nohco.com'}",Standard,-118.266063,5717,CRMLS,OC25045886,699000,Single Family,2025-04-17T00:00:00.000Z,1841,CA,06,Inactive,1912,90011
1132 E 51st St,,4,8,Los Angeles,Los Angeles,037,2025-02-01T00:00:00.000Z,16,"1132 E 51st St, Los Angeles, CA 90011","{'2025-02-01': {'event': 'Sale Listing', 'price': 750000, 'listingType': 'Standard', 'listedDate': '2025-02-01T00:00:00.000Z', 'removedDate': '2025-02-17T00:00:00.000Z', 'daysOnMarket': 16}}","1132-E-51st-St,-Los-Angeles,-CA-90011",2025-02-16T12:31:45.840Z,33.996838,2025-02-01T00:00:00.000Z,"{'name': 'Jenny Eng', 'phone': '8189052400', 'email': 'jeng@naicapital.com'}","{'name': 'CBRE', 'phone': '2136133176'}",Standard,-118.255621,12325,TheMLSCLAW,25492653,750000,Multi-Family,2025-02-17T00:00:00.000Z,2244,CA,06,Inactive,1959,90011
685 E 51st St,,,5,Los Angeles,Los Angeles,037,2025-05-28T00:00:00.000Z,155,"685 E 51st St, Los Angeles, CA 90011","{'2025-05-27': {'event': 'Sale Listing', 'price': 600000, 'listingType': 'Standard', 'listedDate': '2025-05-27T00:00:00.000Z', 'removedDate': '2025-10-29T00:00:00.000Z', 'daysOnMarket': 155}}","685-E-51st-St,-Los-Angeles,-CA-90011",2025-10-28T12:38:48.677Z,33.996878,2025-05-27T00:00:00.000Z,"{'name': 'Kareem Gates', 'phone': '3233201527', 'email': 'kareemgates@remax.net'}","{'name': 'RE MAX Champions', 'phone': '9099490605', 'email': 'info@remaxchampions.com'}",Standard,-118.26318,7503,CRMLS,CV25117354,600000,Multi-Family,2025-10-29T00:00:00.000Z,2232,CA,06,Inactive,1924,90011
483 E 49th St,,6,35,Los Angeles,Los Angeles,037,2023-09-21T00:00:00.000Z,46,"483 E 49th St, Los Angeles, CA 90011",,"483-E-49th-St,-Los-Angeles,-CA-90011",2024-06-27T13:10:43.416Z,33.999083,2024-05-13T00:00:00.000Z,,,,-118.26671,7420,,,825000,Multi-Family,2024-06-28T00:00:00.000Z,4134,CA,06,Inactive,1909,90011
317 E 42nd Pl,,1,3,Los Angeles,Los Angeles,037,2025-05-28T00:00:00.000Z,186,"317 E 42nd Pl, Los Angeles, CA 90011","{'2025-05-27': {'event': 'Sale Listing', 'price': 529000, 'listingType': 'Standard', 'listedDate': '2025-05-27T00:00:00.000Z', 'removedDate': '2025-11-29T00:00:00.000Z', 'daysOnMarket': 186}}","317-E-42nd-Pl,-Los-Angeles,-CA-90011",2025-11-28T11:46:02.299Z,34.006841,2025-05-27T00:00:00.000Z,"{'name': 'Ruben Ponciano', 'phone': '3104301434', 'email': 'rubendponciano@yahoo.com'}","{'name': 'HOME TEAM REALTY', 'phone': '3103737222'}",Standard,-118.270079,3598,CRMLS,IN25118023,529000,Single Family,2025-11-29T00:00:00.000Z,1242,CA,06,Inactive,1911,90011
5109 Mckinley Ave,,3,4,Los Angeles,Los Angeles,037,2025-04-10T00:00:00.000Z,36,"5109 Mckinley Ave, Los Angeles, CA 90011","{'2025-04-10': {'event': 'Sale Listing', 'price': 659000, 'listingType': 'Standard', 'listedDate': '2025-04-10T00:00:00.000Z', 'removedDate': '2025-05-16T00:00:00.000Z', 'daysOnMarket': 36}}","5109-Mckinley-Ave,-Los-Angeles,-CA-90011",2025-05-15T14:18:07.945Z,33.996275,2025-04-10T00:00:00.000Z,"{'name': 'Jessica Amariles', 'phone': '3104181680', 'email': 'jessicaamariles@yahoo.com'}","{'name': 'eXp Realty of Southern California, Inc.', 'phone': '8882941415', 'email': 'gina.saad@exprealty.net'}",Standard,-118.261146,5222,CRMLS,SW25078566,659000,Single Family,2025-05-16T00:00:00.000Z,1719,CA,06,Inactive,1929,90011
532 E 35th St,,1,2,Los Angeles,Los Angeles,037,2024-09-08T00:00:00.000Z,44,"532 E 35th St, Los Angeles, CA 90011","{'2024-09-08': {'event': 'Sale Listing', 'price': 630000, 'listingType': 'Standard', 'listedDate': '2024-09-08T00:00:00.000Z', 'removedDate': '2024-10-22T00:00:00.000Z', 'daysOnMarket': 44}}","532-E-35th-St,-Los-Angeles,-CA-90011",2024-10-21T13:49:45.429Z,34.014647,2024-09-08T00:00:00.000Z,"{'name': 'Maria Quintero', 'phone': '9517575462', 'email': 'quinrealestate@hotmail.com'}","{'name': 'Maria Quintero, Broker', 'phone': '9517575462'}",Standard,-118.266853,5001,CRMLS,SW24186351,630000,Single Family,2024-10-22T00:00:00.000Z,1092,CA,06,Inactive,1904,90011
927 E 52nd Units St,Unit 2,2.5,5,Los Angeles,Los Angeles,037,2024-08-08T00:00:00.000Z,166,"927 E 52nd Units St, Unit 2, Los Angeles, CA 90011","{'2024-06-06': {'event': 'Sale Listing', 'price': 750000, 'listingType': 'Standard', 'listedDate': '2024-06-06T00:00:00.000Z', 'removedDate': '2024-11-19T00:00:00.000Z', 'daysOnMarket': 166}}","927-E-52nd-Units-St,-Unit-2,-Los-Angeles,-CA-90011",2024-11-18T13:08:12.494Z,33.996037,2024-06-06T00:00:00.000Z,"{'name': 'Arvin Azaradibi', 'email': 'arvin@theinvestorscorner.com'}","{'name': 'Big Block Platinum', 'phone': '3109127515'}",Standard,-118.259361,4401,TheMLSCLAW,24-400941,750000,Single Family,2024-11-19T00:00:00.000Z,1128,CA,06,Inactive,1910,90011
927 E 52nd St,,2.5,5,Los Angeles,Los Angeles,037,2023-07-23T00:00:00.000Z,45,"927 E 52nd St, Los Angeles, CA 90011",,"927-E-52nd-St,-Los-Angeles,-CA-90011",2024-07-20T13:34:10.805Z,33.996031,2024-06-06T00:00:00.000Z,,,,-118.259346,4401,,,729995,Single Family,2024-07-21T00:00:00.000Z,1128,CA,06,Inactive,1910,90011
1150 E 51st St,,,18,Los Angeles,Los Angeles,037,2025-11-02T00:00:00.000Z,38,"1150 E 51st St, Los Angeles, CA 90011","{'2025-11-01': {'event': 'Sale Listing', 'price': 799000, 'listingType': 'Standard', 'listedDate': '2025-11-01T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 38}}","1150-E-51st-St,-Los-Angeles,-CA-90011",2025-12-08T13:47:21.157Z,33.996838,2025-11-01T00:00:00.000Z,"{'name': 'Fatima Arceo', 'phone': '5623926262', 'email': 'valuerealestate1@gmail.com'}","{'name': 'Value Real Estate', 'phone': '5623926262', 'email': 'fatimajoypaz@yahoo.com'}",Standard,-118.255201,5798,CRMLS,DW25251640,799000,Multi-Family,,2264,CA,06,Active,1905,90011
1366 E 33rd St,,,,Los Angeles,Los Angeles,037,2025-01-31T00:00:00.000Z,105,"1366 E 33rd St, Los Angeles, CA 90011","{'2025-01-30': {'event': 'Sale Listing', 'price': 749000, 'listingType': 'Standard', 'listedDate': '2025-01-30T00:00:00.000Z', 'removedDate': '2025-05-15T00:00:00.000Z', 'daysOnMarket': 105}}","1366-E-33rd-St,-Los-Angeles,-CA-90011",2025-05-14T13:57:45.316Z,34.01243,2025-01-30T00:00:00.000Z,"{'name': 'Joshua Vivanco', 'phone': '5622997934', 'email': 'joshvivanco51@gmail.com'}","{'name': 'Keller Williams Realty Downey', 'phone': '5623341500', 'email': 'barbhoranbroker@gmail.com'}",Standard,-118.249962,5688,CRMLS,DW25021800,749000,Land,2025-05-15T00:00:00.000Z,,CA,06,Inactive,,90011
447 449 E 48th St,,2,3,Los Angeles,Los Angeles,037,2024-09-29T00:00:00.000Z,44,"447 449 E 48th St, Los Angeles, CA 90011","{'2024-08-25': {'event': 'Sale Listing', 'price': 800000, 'listingType': 'Standard', 'listedDate': '2024-08-25T00:00:00.000Z', 'removedDate': '2024-10-08T00:00:00.000Z', 'daysOnMarket': 44}}","447-449-E-48th-St,-Los-Angeles,-CA-90011",2024-10-07T13:47:02.131Z,34.000024,2024-08-25T00:00:00.000Z,"{'name': 'Agustin Mendoza', 'phone': '6264882740', 'email': 'augie85associates@gmail.com', 'website': 'http://www.augiemendozahomes.com'}","{'name': 'The Associates Realty Group', 'phone': '8445044965', 'email': 'michelle.acosta@live.com'}",Standard,-118.267827,5508,CRMLS,CV24173664,800000,Single Family,2024-10-08T00:00:00.000Z,1421,CA,06,Inactive,1906,90011
257 E Vernon Ave,,,,Los Angeles,Los Angeles,037,2024-06-14T00:00:00.000Z,115,"257 E Vernon Ave, Los Angeles, CA 90011","{'2025-02-05': {'event': 'Sale Listing', 'price': 1100000, 'listingType': 'Standard', 'listedDate': '2025-02-05T00:00:00.000Z', 'removedDate': '2025-05-31T00:00:00.000Z', 'daysOnMarket': 115}}","257-E-Vernon-Ave,-Los-Angeles,-CA-90011",2025-05-30T14:07:56.034Z,34.004135,2025-02-05T00:00:00.000Z,"{'name': 'Jake Glaser', 'phone': '3104259838', 'email': 'jake@lyonstahl.com'}","{'name': 'Lyon Stahl Investment Re, Inc.', 'phone': '3104259838', 'email': 'woodystahl@gmail.com'}",Standard,-118.269905,10305,TheMLSCLAW,25494889,1100000,Land,2025-05-31T00:00:00.000Z,,CA,06,Inactive,,90011
1459 E 43rd St,,1,2,Los Angeles,Los Angeles,037,2020-12-13T16:33:03.409Z,137,"1459 E 43rd St, Los Angeles, CA 90011","{'2025-07-25': {'event': 'Sale Listing', 'price': 515000, 'listingType': 'Standard', 'listedDate': '2025-07-25T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 137}}","1459-E-43rd-St,-Los-Angeles,-CA-90011",2025-12-08T13:59:22.050Z,34.006025,2025-07-25T00:00:00.000Z,"{'name': 'Patricia Ramirez', 'phone': '3237180990', 'email': 'patricia.ramirez@c21allstars.com', 'website': 'http://realtychic1.com/'}","{'name': 'CENTURY 21 Allstars', 'phone': '5628632121', 'email': 'info@c21allstars.com', 'website': 'http://www.c21allstars.com'}",Standard,-118.248377,5197,CRMLS,DW25163381,515000,Single Family,,864,CA,06,Active,1907,90011
485 Park Front Walk,,1,4,Los Angeles,Los Angeles,037,2025-05-14T00:00:00.000Z,3,"485 Park Front Walk, Los Angeles, CA 90011","{'2025-05-14': {'event': 'Sale Listing', 'price': 509900, 'listingType': 'Standard', 'listedDate': '2025-05-14T00:00:00.000Z', 'removedDate': '2025-05-17T00:00:00.000Z', 'daysOnMarket': 3}}","485-Park-Front-Walk,-Los-Angeles,-CA-90011",2025-05-16T11:28:57.660Z,33.998507,2025-05-14T00:00:00.000Z,"{'name': 'George Cardenas', 'phone': '5622732452', 'email': 'georgecardenasre@gmail.com;info@georgegina.com', 'website': 'http://www.georgegina.com'}","{'name': 'Elevate Real Estate Agency', 'phone': '9512809832', 'email': 'tom@thetennantgroup.com'}",Standard,-118.266566,7962,CRMLS,PW25106911,509900,Single Family,2025-05-17T00:00:00.000Z,2448,CA,06,Inactive,1912,90011
4172 Dorsey St,,8,14,Los Angeles,Los Angeles,037,2022-11-29T09:52:16.072Z,19,"4172 Dorsey St, Los Angeles, CA 90011","{'2024-09-27': {'event': 'Sale Listing', 'price': 770000, 'listingType': 'Short Sale', 'listedDate': '2024-09-27T00:00:00.000Z', 'removedDate': '2024-10-16T00:00:00.000Z', 'daysOnMarket': 19}}","4172-Dorsey-St,-Los-Angeles,-CA-90011",2024-10-15T12:57:32.656Z,34.007141,2024-09-27T00:00:00.000Z,"{'name': 'Lourdes Pan', 'phone': '5626888681', 'email': 'lulusellshomes@yahoo.com'}","{'name': 'Remax Innovative', 'phone': '5624443800', 'email': 'eloyvillamil@gmail.com'}",Short Sale,-118.248202,5196,CRMLS,DW24201343,770000,Multi-Family,2024-10-16T00:00:00.000Z,2170,CA,06,Inactive,1908,90011
696 E 51st St,,2,3,Los Angeles,Los Angeles,037,2025-07-06T00:00:00.000Z,124,"696 E 51st St, Los Angeles, CA 90011","{'2025-07-05': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2025-07-05T00:00:00.000Z', 'removedDate': '2025-11-06T00:00:00.000Z', 'daysOnMarket': 124}}","696-E-51st-St,-Los-Angeles,-CA-90011",2025-11-05T12:37:46.548Z,33.996349,2025-07-05T00:00:00.000Z,"{'name': 'Miguel Garcia', 'phone': '5622914036', 'email': 'miguel.garcia.jr1@hotmail.com'}","{'name': 'Miguel Garcia, Broker', 'phone': '5622914036'}",Standard,-118.262929,4670,CRMLS,CV25138047,650000,Single Family,2025-11-06T00:00:00.000Z,1157,CA,06,Inactive,1907,90011
1361 E 33rd St,,6,10,Los Angeles,Los Angeles,037,2025-06-07T00:00:00.000Z,11,"1361 E 33rd St, Los Angeles, CA 90011","{'2025-06-07': {'event': 'Sale Listing', 'price': 1300000, 'listingType': 'Standard', 'listedDate': '2025-06-07T00:00:00.000Z', 'removedDate': '2025-06-18T00:00:00.000Z', 'daysOnMarket': 11}}","1361-E-33rd-St,-Los-Angeles,-CA-90011",2025-06-17T12:51:04.805Z,34.013022,2025-06-07T00:00:00.000Z,"{'name': 'Andy Zuppardo', 'phone': '7145956031', 'email': 'andy@crystalviewrealty.com'}","{'name': 'Crystal View Realty', 'phone': '7145956031', 'email': 'andy@crystalviewrealty.com'}",Standard,-118.250027,5591,CRMLS,PW25127579,1300000,Multi-Family,2025-06-18T00:00:00.000Z,3709,CA,06,Inactive,2017,90011
927 E 28th St,,3,5,Los Angeles,Los Angeles,037,2025-04-24T00:00:00.000Z,184,"927 E 28th St, Los Angeles, CA 90011","{'2025-04-23': {'event': 'Sale Listing', 'price': 897000, 'listingType': 'Standard', 'listedDate': '2025-04-23T00:00:00.000Z', 'removedDate': '2025-10-24T00:00:00.000Z', 'daysOnMarket': 184}}","927-E-28th-St,-Los-Angeles,-CA-90011",2025-10-23T12:08:34.639Z,34.01795,2025-04-23T00:00:00.000Z,"{'name': 'David Shin', 'phone': '6263534250', 'email': 'davidshin789@gmail.com'}","{'name': 'Irn Realty', 'phone': '6264475100'}",Standard,-118.257533,7500,CRMLS,AR25087965,897000,Multi-Family,2025-10-24T00:00:00.000Z,2786,CA,06,Inactive,1930,90011
4154 Dorsey St,,2,4,Los Angeles,Los Angeles,037,2020-09-23T23:16:10.744Z,300,"4154 Dorsey St, Los Angeles, CA 90011","{'2024-07-24': {'event': 'Sale Listing', 'price': 670000, 'listingType': 'Standard', 'listedDate': '2024-07-24T00:00:00.000Z', 'removedDate': '2025-05-20T00:00:00.000Z', 'daysOnMarket': 300}}","4154-Dorsey-St,-Los-Angeles,-CA-90011",2025-05-19T12:28:19.494Z,34.007586,2024-07-24T00:00:00.000Z,"{'name': 'Angelica Horta', 'phone': '2137094000', 'email': 'angelica@theptfgroup.com'}","{'name': 'Prime Time Realty & Associates', 'phone': '5622615101', 'email': 'albert0@theptfgroup.com'}",Standard,-118.248152,5844,CRMLS,DW24151111,670000,Multi-Family,2025-05-20T00:00:00.000Z,1262,CA,06,Inactive,1923,90011
1237 E 51st St,,1,3,Los Angeles,Los Angeles,037,2023-05-30T00:00:00.000Z,53,"1237 E 51st St, Los Angeles, CA 90011","{'2024-07-15': {'event': 'Sale Listing', 'price': 639000, 'listingType': 'Standard', 'listedDate': '2024-07-15T00:00:00.000Z', 'removedDate': '2024-09-30T00:00:00.000Z', 'daysOnMarket': 77}, '2024-09-30': {'event': 'Sale Listing', 'price': 589000, 'listingType': 'Standard', 'listedDate': '2024-09-30T00:00:00.000Z', 'removedDate': '2024-11-22T00:00:00.000Z', 'daysOnMarket': 53}}","1237-E-51st-St,-Los-Angeles,-CA-90011",2024-11-21T13:46:21.297Z,33.997367,2024-09-30T00:00:00.000Z,"{'name': 'Alejandro Soto', 'phone': '3234037859', 'email': 'alejandros_soto@yahoo.com'}","{'name': 'Big Block Powerhouse Realty', 'phone': '3235627777', 'email': 'chico@centurypowerhouse.com', 'website': 'http://www.century21powerhouse.com/'}",Standard,-118.253355,4798,CRMLS,DW24202119,589000,Single Family,2024-11-22T00:00:00.000Z,912,CA,06,Inactive,1900,90011
401 E 46th St,,3,5,Los Angeles,Los Angeles,037,2025-01-11T00:00:00.000Z,151,"401 E 46th St, Los Angeles, CA 90011","{'2025-01-10': {'event': 'Sale Listing', 'price': 730000, 'listingType': 'Standard', 'listedDate': '2025-01-10T00:00:00.000Z', 'removedDate': '2025-05-07T00:00:00.000Z', 'daysOnMarket': 117}, '2025-07-11': {'event': 'Sale Listing', 'price': 755000, 'listingType': 'Standard', 'listedDate': '2025-07-11T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 151}}","401-E-46th-St,-Los-Angeles,-CA-90011",2025-12-08T13:55:10.255Z,34.00184,2025-07-11T00:00:00.000Z,"{'name': 'Alejandro Soto', 'phone': '3234037859', 'email': 'alejandros_soto@yahoo.com'}","{'name': 'Big Block Powerhouse Realty', 'phone': '3235627777', 'email': 'chico@centurypowerhouse.com', 'website': 'http://www.century21powerhouse.com/'}",Standard,-118.269426,6260,CRMLS,DW25156040,755000,Multi-Family,,1460,CA,06,Active,1915,90011
241 E 43rd Pl,,1,3,Los Angeles,Los Angeles,037,2024-10-24T00:00:00.000Z,56,"241 E 43rd Pl, Los Angeles, CA 90011","{'2024-10-23': {'event': 'Sale Listing', 'price': 630000, 'listingType': 'Standard', 'listedDate': '2024-10-23T00:00:00.000Z', 'removedDate': '2024-12-18T00:00:00.000Z', 'daysOnMarket': 56}}","241-E-43rd-Pl,-Los-Angeles,-CA-90011",2024-12-17T13:20:16.059Z,34.005025,2024-10-23T00:00:00.000Z,"{'name': 'Scott Butler', 'phone': '3104200130', 'email': 'scott@bedrockrealestategroup.com', 'website': 'http://www.bedrockrealestategroup.com'}","{'name': 'Bedrock Real Estate Group', 'phone': '3104200130'}",Standard,-118.270467,5400,TheMLSCLAW,24-455599,630000,Single Family,2024-12-18T00:00:00.000Z,1160,CA,06,Inactive,1905,90011
1266 E 50th St,,3,6,Los Angeles,Los Angeles,037,2025-09-29T00:00:00.000Z,47,"1266 E 50th St, Los Angeles, CA 90011","{'2025-09-26': {'event': 'Sale Listing', 'price': 925000, 'listingType': 'Standard', 'listedDate': '2025-09-26T00:00:00.000Z', 'removedDate': '2025-11-12T00:00:00.000Z', 'daysOnMarket': 47}}","1266-E-50th-St,-Los-Angeles,-CA-90011",2025-11-11T12:35:36.455Z,33.997752,2025-09-26T00:00:00.000Z,"{'name': 'Alfred Alcala', 'phone': '3238496093', 'email': 'chrisalcalabusiness@icloud.com'}","{'name': 'JJ & P Direct Inc', 'phone': '5628436031', 'email': 'jose@jmsbroker.com'}",Standard,-118.252663,5218,CRMLS,DW25226164,925000,Multi-Family,2025-11-12T00:00:00.000Z,2156,CA,06,Inactive,1913,90011
